GHS-NRO;CMD-COD;DCS-MCO;GHM-NRO;GHS-LIB;SEU-BAS;SEU-HAU;GHS-PRI;EXB-FORFAIT;EXB-JOURNALIER;EXH-PRI;DATE-EFFET
870;"03";"M";"03M133";"Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 3";0;18;4127,2;0;0;349,78;"01/03/2018"
871;"03";"M";"03M134";"Infections aigües sévères des voies aériennes supérieures, âge supérieur à 17 ans, niveau 4";0;0;7995,6;0;0;0;"01/03/2018"
872;"03";"M";"03M14Z";"Explorations et surveillance pour affections ORL";0;3;801,85;0;0;783,51;"01/03/2018"
873;"03";"M";"03M15Z";"Symptômes et autres recours aux soins de la CMD 03";0;10;1982,37;0;0;303,42;"01/03/2018"
874;"03";"C";"03M02T";"Traumatismes et déformations du nez, très courte durée";0;0;503,67;0;0;0;"01/03/2018"
875;"03";"M";"03M03T";"Otites moyennes et autres infections des voies aériennes supérieures, âge inférieur à 18 ans, très courte durée";0;0;644,52;0;0;0;"01/03/2018"
876;"03";"M";"03M04T";"Otites moyennes et autres infections des voies aériennes supérieures, âge supérieur à 17 ans, très courte durée";0;0;657,14;0;0;0;"01/03/2018"
877;"03";"M";"03M05T";"Troubles de l'équilibre, très courte durée";0;0;576,57;0;0;0;"01/03/2018"
878;"03";"C";"03M06T";"Epistaxis, très courte durée";0;0;558,77;0;0;0;"01/03/2018"
879;"03";"M";"03M08T";"Autres diagnostics portant sur les oreilles, le nez, la gorge ou la bouche, âge inférieur à 18 ans, très courte durée";0;0;609,02;0;0;0;"01/03/2018"
880;"03";"M";"03M10T";"Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge inférieur à 18 ans, très courte durée";0;0;1119,89;0;0;0;"01/03/2018"
881;"03";"M";"03M11T";"Affections de la bouche et des dents sans certaines extractions, réparations ou prothèses dentaires, âge supérieur à 17 ans, très courte durée";0;0;643,08;0;0;0;"01/03/2018"
882;"03";"M";"03M15T";"Symptômes et autres recours aux soins de la CMD 03, très courte durée";0;0;590,02;0;0;0;"01/03/2018"
1005;"04";"C";"04C021";"Interventions majeures sur le thorax, niveau 1";0;12;6630,72;0;0;178,27;"01/03/2018"
1006;"04";"C";"04C022";"Interventions majeures sur le thorax, niveau 2";4;16;8666,29;0;1357,05;157,92;"01/03/2018"
1007;"04";"C";"04C023";"Interventions majeures sur le thorax, niveau 3";0;30;12823,4;0;0;119,76;"01/03/2018"
1008;"04";"C";"04C024";"Interventions majeures sur le thorax, niveau 4";13;81;18931,23;0;508,99;458,03;"01/03/2018"
1009;"04";"C";"04C031";"Autres interventions chirurgicales sur le système respiratoire, niveau 1";0;6;2211,96;0;0;134,73;"01/03/2018"
1010;"04";"C";"04C032";"Autres interventions chirurgicales sur le système respiratoire, niveau 2";0;21;5927,15;0;0;109,66;"01/03/2018"
1011;"04";"C";"04C033";"Autres interventions chirurgicales sur le système respiratoire, niveau 3";10;66;10861,75;0;548,29;125,29;"01/03/2018"
1012;"04";"C";"04C034";"Autres interventions chirurgicales sur le système respiratoire, niveau 4";21;126;18379,12;0;313,22;349,49;"01/03/2018"
1013;"04";"C";"04C041";"Interventions sous thoracoscopie, niveau 1";0;11;4422,03;0;0;142,57;"01/03/2018"
1014;"04";"C";"04C042";"Interventions sous thoracoscopie, niveau 2";0;16;5837,46;0;0;118,34;"01/03/2018"
1015;"04";"C";"04C043";"Interventions sous thoracoscopie, niveau 3";5;45;9269,25;0;2287,86;181,34;"01/03/2018"
1016;"04";"C";"04C044";"Interventions sous thoracoscopie, niveau 4";9;78;15253,41;0;997,36;418,25;"01/03/2018"
1129;"04";"M";"04K02J";"Séjours comprenant une endoscopie bronchique, en ambulatoire";0;0;773,15;0;0;0;"01/03/2018"
1130;"04";"M";"04M021";"Bronchites et asthme, âge inférieur à 18 ans, niveau 1";0;4;1584,71;0;0;162,7;"01/03/2018"
1131;"04";"M";"04M022";"Bronchites et asthme, âge inférieur à 18 ans, niveau 2";0;7;2830,66;0;0;144,21;"01/03/2018"
1132;"04";"M";"04M023";"Bronchites et asthme, âge inférieur à 18 ans, niveau 3";0;12;3876,81;0;0;135,18;"01/03/2018"
1133;"04";"M";"04M024";"Bronchites et asthme, âge inférieur à 18 ans, niveau 4";0;48;8743,3;0;0;382,75;"01/03/2018"
1134;"04";"M";"04M031";"Bronchites et asthme, âge supérieur à 17 ans, niveau 1";0;7;1476,02;0;0;138,86;"01/03/2018"
1135;"04";"M";"04M032";"Bronchites et asthme, âge supérieur à 17 ans, niveau 2";0;11;2683,67;0;0;96,64;"01/03/2018"
1136;"04";"M";"04M033";"Bronchites et asthme, âge supérieur à 17 ans, niveau 3";0;18;3360,15;0;0;113,39;"01/03/2018"
1137;"04";"M";"04M034";"Bronchites et asthme, âge supérieur à 17 ans, niveau 4";0;32;4947,6;0;0;243,98;"01/03/2018"
1138;"04";"M";"04M041";"Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 1";0;5;1296,23;0;0;229,59;"01/03/2018"
1139;"04";"M";"04M042";"Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 2";0;9;3315,43;0;0;187,25;"01/03/2018"
1140;"04";"M";"04M043";"Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 3";0;15;4603,64;0;0;179,01;"01/03/2018"
1141;"04";"M";"04M044";"Pneumonies et pleurésies banales, âge inférieur à 18 ans, niveau 4";0;35;8183,91;0;0;350,87;"01/03/2018"
1142;"04";"M";"04M051";"Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 1";0;9;1849,13;0;0;153,63;"01/03/2018"
1143;"04";"M";"04M052";"Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 2";0;16;3040,78;0;0;148,57;"01/03/2018"
1144;"04";"M";"04M053";"Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 3";0;23;4280,52;0;0;136,09;"01/03/2018"
1145;"04";"M";"04M054";"Pneumonies et pleurésies banales, âge supérieur à 17 ans, niveau 4";0;39;6458;0;0;273,72;"01/03/2018"
1146;"04";"M";"04M061";"Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 1";0;9;2572,63;0;0;146,14;"01/03/2018"
1147;"04";"M";"04M062";"Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 2";0;24;4764,71;0;0;206,37;"01/03/2018"
1148;"04";"M";"04M063";"Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 3";0;32;6415,7;0;0;352,86;"01/03/2018"
1149;"04";"M";"04M064";"Infections et inflammations respiratoires, âge inférieur à 18 ans, niveau 4";0;0;10981,02;0;0;0;"01/03/2018"
1150;"04";"M";"04M06T";"Transferts et autres séjours courts pour infections et inflammations respiratoires, âge inférieur à 18 ans";0;0;623,08;0;0;0;"01/03/2018"
1151;"04";"M";"04M071";"Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 1";0;10;2708,07;0;0;139,23;"01/03/2018"
1152;"04";"M";"04M072";"Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 2";0;18;4379,82;0;0;119,99;"01/03/2018"
1153;"04";"M";"04M073";"Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 3";0;27;5920,72;0;0;96,95;"01/03/2018"
1154;"04";"M";"04M074";"Infections et inflammations respiratoires, âge supérieur à 17 ans, niveau 4";0;47;7859,67;0;0;285,14;"01/03/2018"
1155;"04";"M";"04M07T";"Transferts et autres séjours courts pour infections et inflammations respiratoires, âge supérieur à 17 ans";0;0;599,65;0;0;0;"01/03/2018"
1156;"04";"M";"04M081";"Bronchopneumopathies chroniques, niveau 1";0;5;1264,68;0;0;166,53;"01/03/2018"
1157;"04";"M";"04M082";"Bronchopneumopathies chroniques, niveau 2";0;16;3403,77;0;0;146,82;"01/03/2018"
1158;"04";"M";"04M083";"Bronchopneumopathies chroniques, niveau 3";0;26;4871,94;0;0;162,29;"01/03/2018"
1159;"04";"M";"04M084";"Bronchopneumopathies chroniques, niveau 4";9;52;9091,48;0;703,26;313,91;"01/03/2018"
1160;"04";"M";"04M08T";"Bronchopneumopathies chroniques, très courte durée";0;0;628,54;0;0;0;"01/03/2018"
1161;"04";"M";"04M091";"Tumeurs de l'appareil respiratoire, niveau 1";0;7;2264;0;0;159,7;"01/03/2018"
1162;"04";"M";"04M092";"Tumeurs de l'appareil respiratoire, niveau 2";0;18;4563,87;0;0;143,24;"01/03/2018"
1163;"04";"M";"04M093";"Tumeurs de l'appareil respiratoire, niveau 3";0;32;6714,19;0;0;135,61;"01/03/2018"
1164;"04";"M";"04M094";"Tumeurs de l'appareil respiratoire, niveau 4";0;51;9290,76;0;0;301,45;"01/03/2018"
1165;"04";"M";"04M09T";"Tumeurs de l'appareil respiratoire, très courte durée";0;0;619,75;0;0;0;"01/03/2018"
1166;"04";"M";"04M101";"Embolies pulmonaires, niveau 1";0;10;2796,54;0;0;127,87;"01/03/2018"
1167;"04";"M";"04M102";"Embolies pulmonaires, niveau 2";0;15;3501,72;0;0;125,24;"01/03/2018"
1168;"04";"M";"04M103";"Embolies pulmonaires, niveau 3";0;24;4921,56;0;0;106,95;"01/03/2018"
1169;"04";"M";"04M104";"Embolies pulmonaires, niveau 4";0;40;6632,73;0;0;268,76;"01/03/2018"
1170;"04";"M";"04M10T";"Embolies pulmonaires, très courte durée";0;0;837,61;0;0;0;"01/03/2018"
1171;"04";"M";"04M111";"Signes et symptômes respiratoires, niveau 1";0;3;856,63;0;0;132,06;"01/03/2018"
1172;"04";"M";"04M112";"Signes et symptômes respiratoires, niveau 2";0;12;2857,57;0;0;113,17;"01/03/2018"
1173;"04";"M";"04M113";"Signes et symptômes respiratoires, niveau 3";0;19;4777,39;0;0;81,84;"01/03/2018"
1174;"04";"M";"04M114";"Signes et symptômes respiratoires, niveau 4";0;55;7723,74;0;0;429,92;"01/03/2018"
1175;"04";"M";"04M121";"Pneumothorax, niveau 1";0;8;1781,01;0;0;122,72;"01/03/2018"
1176;"04";"M";"04M122";"Pneumothorax, niveau 2";0;12;3023,21;0;0;104,39;"01/03/2018"
1177;"04";"M";"04M123";"Pneumothorax, niveau 3";0;22;4129,17;0;0;102,39;"01/03/2018"
1178;"04";"M";"04M124";"Pneumothorax, niveau 4";6;53;7303,22;0;2116,03;268,6;"01/03/2018"
1179;"04";"M";"04M12T";"Pneumothorax, très courte durée";0;0;629,86;0;0;0;"01/03/2018"
1180;"04";"M";"04M131";"Oedème pulmonaire et détresse respiratoire, niveau 1";0;5;1390,17;0;0;166,85;"01/03/2018"
1181;"04";"M";"04M132";"Oedème pulmonaire et détresse respiratoire, niveau 2";0;17;3970,92;0;0;152,01;"01/03/2018"
1182;"04";"M";"04M133";"Oedème pulmonaire et détresse respiratoire, niveau 3";0;27;5937,72;0;0;136,61;"01/03/2018"
1183;"04";"M";"04M134";"Oedème pulmonaire et détresse respiratoire, niveau 4";0;56;9899,31;0;0;304,27;"01/03/2018"
1184;"04";"M";"04M13T";"Oedème pulmonaire et détresse respiratoire, très courte durée";0;0;755,27;0;0;0;"01/03/2018"
1185;"04";"M";"04M141";"Maladies pulmonaires interstitielles, niveau 1";0;7;1454,16;0;0;171,7;"01/03/2018"
1186;"04";"M";"04M142";"Maladies pulmonaires interstitielles, niveau 2";0;16;3712,3;0;0;149,42;"01/03/2018"
1187;"04";"M";"04M143";"Maladies pulmonaires interstitielles, niveau 3";0;26;5409,54;0;0;140,19;"01/03/2018"
1188;"04";"M";"04M144";"Maladies pulmonaires interstitielles, niveau 4";8;48;8493,77;0;685,38;298,83;"01/03/2018"
1189;"04";"M";"04M14T";"Maladies pulmonaires interstitielles, très courte durée";0;0;571,77;0;0;0;"01/03/2018"
1190;"04";"M";"04M151";"Autres diagnostics portant sur le système respiratoire, niveau 1";0;6;1535,87;0;0;126,24;"01/03/2018"
1191;"04";"M";"04M152";"Autres diagnostics portant sur le système respiratoire, niveau 2";0;14;3076,83;0;0;111,06;"01/03/2018"
1192;"04";"M";"04M153";"Autres diagnostics portant sur le système respiratoire, niveau 3";0;23;4630,88;0;0;89,74;"01/03/2018"
1193;"04";"M";"04M154";"Autres diagnostics portant sur le système respiratoire, niveau 4";6;49;6963,99;0;1555,41;280,48;"01/03/2018"
1194;"04";"M";"04M15T";"Autres diagnostics portant sur le système respiratoire, très courte durée";0;0;664,64;0;0;0;"01/03/2018"
1195;"04";"C";"04M161";"Traumatismes thoraciques, niveau 1";0;8;2077,35;0;0;102,31;"01/03/2018"
1196;"04";"C";"04M162";"Traumatismes thoraciques, niveau 2";0;11;2384,28;0;0;106,1;"01/03/2018"
1197;"04";"C";"04M163";"Traumatismes thoraciques, niveau 3";0;20;3806,19;0;0;90,53;"01/03/2018"
1198;"04";"C";"04M164";"Traumatismes thoraciques, niveau 4";0;50;6522,08;0;0;253,19;"01/03/2018"
1199;"04";"C";"04M16T";"Traumatismes thoraciques, très courte durée";0;0;762,58;0;0;0;"01/03/2018"
1200;"04";"M";"04M171";"Epanchements pleuraux, niveau 1";0;4;1270,01;0;0;169,97;"01/03/2018"
1201;"04";"M";"04M172";"Epanchements pleuraux, niveau 2";0;15;3254,09;0;0;162,81;"01/03/2018"
1202;"04";"M";"04M173";"Epanchements pleuraux, niveau 3";0;22;4542,94;0;0;146,24;"01/03/2018"
1203;"04";"M";"04M174";"Epanchements pleuraux, niveau 4";0;31;5859,08;0;0;288,4;"01/03/2018"
1204;"04";"M";"04M17T";"Epanchements pleuraux, très courte durée";0;0;523,41;0;0;0;"01/03/2018"
1205;"04";"M";"04M181";"Bronchiolites, niveau 1";0;7;2256,27;0;0;157,29;"01/03/2018"
1206;"04";"M";"04M182";"Bronchiolites, niveau 2";0;8;2661,95;0;0;123,37;"01/03/2018"
1207;"04";"M";"04M183";"Bronchiolites, niveau 3";0;12;3155,44;0;0;149,78;"01/03/2018"
1208;"04";"M";"04M184";"Bronchiolites, niveau 4";0;27;5402,07;0;0;302,76;"01/03/2018"
1209;"04";"M";"04M191";"Tuberculoses, niveau 1";0;15;2822,32;0;0;122,9;"01/03/2018"
1210;"04";"M";"04M192";"Tuberculoses, niveau 2";0;34;6466,09;0;0;86,56;"01/03/2018"
1211;"04";"M";"04M193";"Tuberculoses, niveau 3";12;70;9582,09;0;259,67;279;"01/03/2018"
1212;"04";"M";"04M194";"Tuberculoses, niveau 4";13;75;16958,43;0;614,7;322,64;"01/03/2018"
1213;"04";"M";"04M19T";"Tuberculoses, très courte durée";0;0;536,96;0;0;0;"01/03/2018"
1214;"04";"M";"04M201";"Bronchopneumopathies chroniques surinfectées, niveau 1";0;8;1831,27;0;0;143,47;"01/03/2018"
1215;"04";"M";"04M202";"Bronchopneumopathies chroniques surinfectées, niveau 2";0;16;3240,6;0;0;133;"01/03/2018"
1216;"04";"M";"04M203";"Bronchopneumopathies chroniques surinfectées, niveau 3";0;24;4777,43;0;0;105,19;"01/03/2018"
1217;"04";"M";"04M204";"Bronchopneumopathies chroniques surinfectées, niveau 4";0;41;6565,68;0;0;261,99;"01/03/2018"
1218;"04";"M";"04M20T";"Bronchopneumopathies chroniques surinfectées, très courte durée";0;0;605,35;0;0;0;"01/03/2018"
1219;"04";"M";"04M211";"Suivis de greffe pulmonaire, niveau 1";0;0;785,16;0;0;0;"01/03/2018"
1220;"04";"M";"04M212";"Suivis de greffe pulmonaire, niveau 2";0;9;2526;0;0;405,86;"01/03/2018"
1221;"04";"M";"04M213";"Suivis de greffe pulmonaire, niveau 3";0;0;3385,51;0;0;0;"01/03/2018"
1222;"04";"M";"04M214";"Suivis de greffe pulmonaire, niveau 4";0;0;5782,29;0;0;0;"01/03/2018"
1223;"04";"M";"04M22Z";"Explorations et surveillance pour affections de l'appareil respiratoire";0;0;657,37;0;0;0;"01/03/2018"
1224;"04";"M";"04M23T";"Autres symptômes et recours aux soins de la CMD 04, très courte durée";0;0;599,39;0;0;0;"01/03/2018"
1225;"04";"M";"04M23Z";"Autres symptômes et recours aux soins de la CMD 04";0;10;1745,53;0;0;282,16;"01/03/2018"
1226;"04";"M";"04M24E";"Affections de la CMD 04 avec décès : séjours de moins de 2 jours";0;0;743,82;0;0;0;"01/03/2018"
1227;"04";"M";"04M251";"Grippes, niveau 1";0;4;1568,09;0;0;120,04;"01/03/2018"
1228;"04";"M";"04M252";"Grippes, niveau 2";0;9;2637,79;0;0;110,65;"01/03/2018"
1229;"04";"M";"04M253";"Grippes, niveau 3";0;20;4325,57;0;0;98,59;"01/03/2018"
1230;"04";"M";"04M254";"Grippes, niveau 4";7;59;8170,41;0;1281,61;299,46;"01/03/2018"
1231;"04";"M";"04M25T";"Grippes, très courte durée";0;0;644,33;0;0;0;"01/03/2018"
1232;"04";"M";"04M261";"Fibroses kystiques avec manifestations pulmonaires, niveau 1";0;8;2261,77;0;0;144,62;"01/03/2018"
1233;"04";"M";"04M262";"Fibroses kystiques avec manifestations pulmonaires, niveau 2";0;20;4326,62;0;0;117,16;"01/03/2018"
1234;"04";"M";"04M263";"Fibroses kystiques avec manifestations pulmonaires, niveau 3";6;32;5732,6;0;468,66;339,34;"01/03/2018"
1235;"04";"M";"04M264";"Fibroses kystiques avec manifestations pulmonaires, niveau 4";0;37;7602,33;0;0;437,78;"01/03/2018"
1236;"04";"M";"04M26T";"Fibroses kystiques avec manifestations pulmonaires, très courte durée";0;0;722,61;0;0;0;"01/03/2018"
1237;"04";"M";"04M02T";"Bronchites et asthme, âge inférieur à 18 ans, très courte durée";0;0;609,25;0;0;0;"01/03/2018"
1238;"04";"M";"04M03T";"Bronchites et asthme, âge supérieur à 17 ans, très courte durée";0;0;571,68;0;0;0;"01/03/2018"
1239;"04";"M";"04M05T";"Transferts et autres séjours pour pneumonies et pleurésies banales, âge supérieur à 17 ans";0;0;629,33;0;0;0;"01/03/2018"
1240;"04";"M";"04M18T";"Bronchiolites, très courte durée";0;0;841,37;0;0;0;"01/03/2018"
1241;"04";"M";"04M271";"Autres affections respiratoires concernant majoritairement la petite enfance, niveau 1";0;13;1177,76;0;0;62,97;"01/03/2018"
1242;"04";"M";"04M272";"Autres affections respiratoires concernant majoritairement la petite enfance, niveau 2";0;34;2511,26;0;0;62,48;"01/03/2018"
1243;"04";"M";"04M273";"Autres affections respiratoires concernant majoritairement la petite enfance, niveau 3";0;57;3948,3;0;0;65,51;"01/03/2018"
1244;"04";"M";"04M274";"Autres affections respiratoires concernant majoritairement la petite enfance, niveau 4";8;73;4996,45;0;232,92;135,47;"01/03/2018"
1430;"05";"C";"05C021";"Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 1";0;30;14523,32;0;0;177,79;"01/03/2018"
1431;"05";"C";"05C022";"Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 2";7;40;18182,76;0;609,91;143,58;"01/03/2018"
1432;"05";"C";"05C023";"Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 3";10;60;22198,39;0;446,18;110,89;"01/03/2018"
1433;"05";"C";"05C024";"Chirurgie de remplacement valvulaire avec circulation extracorporelle et avec cathétérisme cardiaque ou coronarographie, niveau 4";12;95;26079,66;0;369,64;525,59;"01/03/2018"
1434;"05";"C";"05C031";"Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 1";0;16;13302,82;0;0;155,15;"01/03/2018"
1435;"05";"C";"05C032";"Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 2";5;18;15600,06;0;765,75;120,89;"01/03/2018"
1436;"05";"C";"05C033";"Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 3";6;26;18794,34;0;1064,76;76,35;"01/03/2018"
1437;"05";"C";"05C034";"Chirurgie de remplacement valvulaire avec circulation extracorporelle, sans cathétérisme cardiaque, ni coronarographie, niveau 4";9;76;22611,76;0;636,24;582,48;"01/03/2018"
1438;"05";"C";"05C041";"Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 1";0;34;11102,49;0;0;166,13;"01/03/2018"
1439;"05";"C";"05C042";"Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 2";7;41;13348,06;0;374,26;140,95;"01/03/2018"
1440;"05";"C";"05C043";"Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 3";10;56;16337,83;0;332,2;109,69;"01/03/2018"
1441;"05";"C";"05C044";"Pontages aortocoronariens avec cathétérisme cardiaque ou coronarographie, niveau 4";14;84;19409,07;0;227,5;423,25;"01/03/2018"
1442;"05";"C";"05C051";"Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 1";0;13;9499,35;0;0;143,64;"01/03/2018"
1443;"05";"C";"05C052";"Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 2";4;16;11109,91;0;1073,71;121,79;"01/03/2018"
1444;"05";"C";"05C053";"Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 3";6;23;12777,7;0;555,93;104,45;"01/03/2018"
1445;"05";"C";"05C054";"Pontages aortocoronariens sans cathétérisme cardiaque, ni coronarographie, niveau 4";8;70;17686,68;0;1090,88;509,43;"01/03/2018"
1446;"05";"C";"05C061";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 1";0;23;11912,14;0;0;116,25;"01/03/2018"
1447;"05";"C";"05C062";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 2";4;39;14980,4;0;2045,51;80,33;"01/03/2018"
1448;"05";"C";"05C063";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 3";6;57;16426,43;0;482,01;100,64;"01/03/2018"
1449;"05";"C";"05C064";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, avec circulation extracorporelle, niveau 4";11;93;20049,51;0;402,56;425,63;"01/03/2018"
1450;"05";"C";"05C071";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 1";0;12;13101,12;0;0;387,34;"01/03/2018"
1451;"05";"C";"05C072";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 2";4;18;17850,49;0;3166,25;336,81;"01/03/2018"
1452;"05";"C";"05C073";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 3";6;34;23239,42;0;1796,31;355,63;"01/03/2018"
1453;"05";"C";"05C074";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, avec circulation extracorporelle, niveau 4";14;85;41376,68;0;1343,5;1090,52;"01/03/2018"
1454;"05";"C";"05C081";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 1";0;11;4293,88;0;0;182,88;"01/03/2018"
1455;"05";"C";"05C082";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 2";0;19;6440,19;0;0;157,57;"01/03/2018"
1456;"05";"C";"05C083";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 3";8;46;10694,71;0;709,09;185,56;"01/03/2018"
1457;"05";"C";"05C084";"Autres interventions cardiothoraciques, âge supérieur à 1 an, ou vasculaires quel que soit l'âge, sans circulation extracorporelle, niveau 4";8;75;16075,86;0;1195,81;426,62;"01/03/2018"
1458;"05";"C";"05C091";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 1";0;0;5285,29;0;0;0;"01/03/2018"
1459;"05";"C";"05C092";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 2";4;41;12101,65;0;4544,24;994,66;"01/03/2018"
1460;"05";"C";"05C093";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 3";0;0;14810,51;0;0;0;"01/03/2018"
1461;"05";"C";"05C094";"Autres interventions cardiothoraciques, âge inférieur à 2 ans, sans circulation extracorporelle, niveau 4";0;0;17072,31;0;0;0;"01/03/2018"
1462;"05";"C";"05C101";"Chirurgie majeure de revascularisation, niveau 1";0;13;6566,92;0;0;167,34;"01/03/2018"
1463;"05";"C";"05C102";"Chirurgie majeure de revascularisation, niveau 2";4;17;8630,69;0;1375,85;145,89;"01/03/2018"
1464;"05";"C";"05C103";"Chirurgie majeure de revascularisation, niveau 3";0;33;12354,5;0;0;117,53;"01/03/2018"
1465;"05";"C";"05C104";"Chirurgie majeure de revascularisation, niveau 4";14;82;18113,46;0;426,59;454,61;"01/03/2018"
1466;"05";"C";"05C111";"Autres interventions de chirurgie vasculaire, niveau 1";0;11;4553,67;0;0;198,57;"01/03/2018"
1467;"05";"C";"05C112";"Autres interventions de chirurgie vasculaire, niveau 2";0;16;6722,06;0;0;178,64;"01/03/2018"
1468;"05";"C";"05C113";"Autres interventions de chirurgie vasculaire, niveau 3";0;32;9756,21;0;0;174,55;"01/03/2018"
1469;"05";"C";"05C114";"Autres interventions de chirurgie vasculaire, niveau 4";9;75;17262,05;0;1250,97;459,83;"01/03/2018"
1471;"05";"C";"05C121";"Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 1";0;21;5310,35;0;0;133,17;"01/03/2018"
1472;"05";"C";"05C122";"Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 2";0;29;6788,53;0;0;116,66;"01/03/2018"
1473;"05";"C";"05C123";"Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 3";6;54;9705,07;0;972,18;138,5;"01/03/2018"
1474;"05";"C";"05C124";"Amputations du membre inférieur, sauf des orteils, pour troubles circulatoires, niveau 4";11;84;13860,05;0;461,66;337,88;"01/03/2018"
1475;"05";"C";"05C131";"Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 1";0;7;2227,45;0;0;139,26;"01/03/2018"
1476;"05";"C";"05C132";"Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 2";0;14;4750,32;0;0;108,9;"01/03/2018"
1477;"05";"C";"05C133";"Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 3";0;28;7210,22;0;0;83,63;"01/03/2018"
1478;"05";"C";"05C134";"Amputations pour troubles circulatoires portant sur le membre supérieur ou les orteils, niveau 4";11;65;10304,44;0;343,8;360,04;"01/03/2018"
1479;"05";"C";"05C141";"Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 1";0;11;2979,47;0;0;159,75;"01/03/2018"
1480;"05";"C";"05C142";"Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 2";0;20;4963,24;0;0;150,49;"01/03/2018"
1481;"05";"C";"05C143";"Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 3";5;32;7019,15;0;1370,61;145,17;"01/03/2018"
1482;"05";"C";"05C144";"Poses d'un stimulateur cardiaque permanent avec infarctus aigu du myocarde ou insuffisance cardiaque congestive ou état de choc, niveau 4";10;79;13842,26;0;909,75;392,84;"01/03/2018"
1484;"05";"C";"05C151";"Poses d'un stimulateur cardiaque permanent sans infarctus aigu du myocarde, ni insuffisance cardiaque congestive, ni état de choc, niveau 1";0;7;2253,65;0;0;119,91;"01/03/2018"
